id,section,domain,skill,test_name,issues,text_preview
ce4a93ed-9eeb-4f1f-a8b2-d697482ce03a_7,Reading and Writing,Advanced Math,Equivalent Expressions,May 2024 International Form C SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"According to the text, what change coincided with Don Jerónimo becoming a patron of the theater? The following text is adapted from Armando Palacio Valdés’s short story *The Love of Clotilde*, originally published in Spa"
ce4a93ed-9eeb-4f1f-a8b2-d697482ce03a_8,Reading and Writing,Problem-Solving and Data Analysis,Percentages,May 2024 International Form C SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Based on the text, what can most reasonably be concluded about krill consumption among sei and bowhead whales? Like all species of baleen whales, the sei whale feeds on tiny creatures known as krill by filtering water th"
0ea78efc-f415-4ef4-be7f-7d36b9549605_9,Reading and Writing,Advanced Math,Equivalent Expressions,May 2024 International Form C SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"According to the text, how do historians view pachuca style? During the World War II era, some Mexican American women adopted a striking new look called *pachuca style*. They wore altered men’s jackets or zoot suits (wid"
0ea78efc-f415-4ef4-be7f-7d36b9549605_13,Reading and Writing,Problem-Solving and Data Analysis,Percentages,May 2024 International Form C SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which finding, if true, would most directly support Valerio and colleagues’ conclusion? Eastern Maine’s Washington County is among the most rural counties in the United States: the US Census Bureau classified it as 92.4%"
d5718376-6a71-41d6-aa0f-411bb7f3bb75_6,Math,Information and Ideas,Command of Evidence,May 2024 International Form C SAT Math Module 2,subject_domain_mismatch;subject_skill_mismatch,The table shown summarizes the distribution of 64 employees based on the number of complete years they have worked at a certain company. How many of the 64 employees have worked at the company for 16 or more complete yea
a767d2b7-21c5-44d6-b35c-acfc2fefad3d_5,Reading and Writing,Algebra,Linear Functions,May 2024 International Form D SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Which choice best states the function of the underlined portion in the text as a whole? Macaque monkeys and falcons see in three dimensions (3D) by combining two images in their brains, one from each eye. This produces a"
a767d2b7-21c5-44d6-b35c-acfc2fefad3d_6,Reading and Writing,Problem-Solving and Data Analysis,Evaluating Statistical Claims,May 2024 International Form D SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,Which choice best describes the main purpose of the text? A study by Dr. Paul Hanel and colleagues concluded that people are more likely to behave politely when listening to ideas they disagree with if they think about v
a767d2b7-21c5-44d6-b35c-acfc2fefad3d_8,Reading and Writing,Advanced Math,Equivalent Expressions,May 2024 International Form D SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"According to the text, what change coincided with Don Jerónimo becoming a patron of the theater? The following text is adapted from Armando Palacio Valdés’s short story “The Love of Clotilde,” originally published in Spa"
a767d2b7-21c5-44d6-b35c-acfc2fefad3d_9,Reading and Writing,Problem-Solving and Data Analysis,Percentages,May 2024 International Form D SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Based on the text, what can most reasonably be concluded about krill consumption among pygmy right and northern right whales? Like all species of baleen whales, the pygmy right whale feeds on tiny creatures known as kril"
a767d2b7-21c5-44d6-b35c-acfc2fefad3d_10,Reading and Writing,Problem-Solving and Data Analysis,Percentages,May 2024 International Form D SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,Which choice most effectively uses data from the graph to complete the statement? A team of scientists wants to improve the recycling of two of the most common types of lithium-ion batteries used in electronic devices. T
a767d2b7-21c5-44d6-b35c-acfc2fefad3d_13,Reading and Writing,Geometry and Trigonometry,Area and Volume,May 2024 International Form D SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Which choice best describes data from the graph that support the student’s claim? In a college course on urban affairs, a student asserts that increased traffic congestion in the United States in the 1990s was present bo"
a767d2b7-21c5-44d6-b35c-acfc2fefad3d_14,Reading and Writing,Problem-Solving and Data Analysis,Evaluating Statistical Claims,May 2024 International Form D SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,Which choice most logically completes the text? Conventional theories of rhetoric hold that presenting information as coming from credentialed experts increases that information’s credibility. When communications researc
eb783fc1-8559-4650-9621-8d99c6c2ab30_9,Reading and Writing,Advanced Math,Equivalent Expressions,May 2024 International Form D SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,Which choice best states the main topic of the text? Archaeologists have discovered a runestone in Norway that may contain the earliest example of written words in Scandinavia. Carbon dating at the discovery site reveale
377b5e71-7ceb-4971-8051-73a97f38ab22_4,Reading and Writing,Algebra,Linear Functions,May 2024 International Form E SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Which choice best states the function of the underlined portion in the text as a whole? Horses and sheep see in three dimensions (3D) by combining two images in their brains, one from each eye. This produces a sense of d"
377b5e71-7ceb-4971-8051-73a97f38ab22_5,Reading and Writing,Problem-Solving and Data Analysis,Evaluating Statistical Claims,May 2024 International Form E SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,Which choice best describes the main purpose of the text? A study by Dr. Paul Hanel and colleagues concluded that people are more likely to behave politely when listening to ideas they disagree with if they think about v
377b5e71-7ceb-4971-8051-73a97f38ab22_7,Reading and Writing,Advanced Math,Equivalent Expressions,May 2024 International Form E SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"According to the text, what change coincided with Don Jerónimo becoming a patron of the theater? The following text is adapted from Armando Palacio Valdés’s short story “*The Love of Clotilde*,” originally published in S"
377b5e71-7ceb-4971-8051-73a97f38ab22_8,Reading and Writing,Problem-Solving and Data Analysis,Percentages,May 2024 International Form E SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Based on the text, what can most reasonably be concluded about krill consumption among common minke and blue whales? Like all species of baleen whales, the common minke whale feeds on tiny creatures known as krill by fil"
377b5e71-7ceb-4971-8051-73a97f38ab22_9,Reading and Writing,Problem-Solving and Data Analysis,Percentages,May 2024 International Form E SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,Which choice most effectively uses data from the graph to complete the statement? A team of scientists wants to improve the recycling of two of the most common types of lithium-ion batteries used in electronic devices. T
377b5e71-7ceb-4971-8051-73a97f38ab22_14,Reading and Writing,Problem-Solving and Data Analysis,Evaluating Statistical Claims,May 2024 International Form E SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,Which choice most logically completes the text? Conventional theories of rhetoric hold that presenting information as coming from credentialed experts increases that information’s credibility. When communications researc
438ac81b-36aa-4552-b54a-16d92edcc54f_5,Reading and Writing,Algebra,Linear Functions,May 2024 International Form E SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,Which choice best describes the function of the underlined sentence? Humans aren’t the only ones who use tools. Other animals also find tools helpful. <u>Boxer crabs use stinging anemones to defend against attack.</u> An
438ac81b-36aa-4552-b54a-16d92edcc54f_8,Reading and Writing,Advanced Math,Equivalent Expressions,May 2024 International Form E SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,Which choice best states the main topic of the text? Archaeologists have discovered a runestone in Norway that may contain the earliest example of written words in Scandinavia. Carbon dating at the discovery site reveale
d2870056-c182-4523-a3f3-884eafe68114_2,Math,Information and Ideas,Command of Evidence,May 2024 International Form E SAT Math Module 2,subject_domain_mismatch;subject_skill_mismatch,"For a certain school district,the table shows the average number of books in classroom libraries in 2016 by school level. Based on the table,how much greater was the average number of books in elementary school classroom"
d2870056-c182-4523-a3f3-884eafe68114_7,Math,Information and Ideas,Command of Evidence,May 2024 International Form E SAT Math Module 2,subject_domain_mismatch;subject_skill_mismatch,"Barbara and Maria are each saving for a trip. On January 1,Barbara starts with $70 and saves an additional $10 each week,and Maria starts with $120 and saves an additional $5 each week. The graphs give the total amount y"
a226962a-9c3e-4022-aee4-7a2796cbe032_8,Reading and Writing,Advanced Math,Equivalent Expressions,May 2024 US Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"What is the main topic of the text? The following text is from John Manuel Arias’s 2023 novel *Where There Was Fire*. Teresa lives in Barrio Ávila, a neighborhood in a Costa Rican city. Observant clouds gathered over Bar"
a226962a-9c3e-4022-aee4-7a2796cbe032_9,Reading and Writing,Advanced Math,Equivalent Expressions,May 2024 US Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,What claim does the text make about the demand for petroleum? Companies involved in petroleum refining include inventory of petroleum products among their assets. But petroleum refining is a very carbon-intensive industr
a226962a-9c3e-4022-aee4-7a2796cbe032_10,Reading and Writing,Advanced Math,Equivalent Expressions,May 2024 US Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Based on the text, why does Miguel accompany his brother to the sisters’ house one day? The following text is from Julia Alvarez’s 2000 novel *In the Name of Salomé.* The narrator and her sister, daughters of a famous po"
a226962a-9c3e-4022-aee4-7a2796cbe032_12,Reading and Writing,Problem-Solving and Data Analysis,Percentages,May 2024 US Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Which finding, if true, would most directly support Valerio and colleagues’ conclusion? Southwestern Nevada’s Esmeralda County is among the most rural counties in the United States: the US Census Bureau classified it as "
a226962a-9c3e-4022-aee4-7a2796cbe032_15,Reading and Writing,Problem-Solving and Data Analysis,One-Variable Data,May 2024 US Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Which choice most logically completes the text? In May of 1986, the Philippines liberalized its stock market, meaning that it began allowing foreign individuals and businesses to invest money in Filipino companies. This "
301d8663-e49a-4c21-9635-ef2d02614b43_1,Math,Information and Ideas,Command of Evidence,May 2024 US Form A SAT Math Module 2,subject_domain_mismatch;subject_skill_mismatch,Which data value has a frequency of 38 in this data set?
6c4d0022-eb80-4bc1-9ae3-bebb11c77e6f_7,Reading and Writing,Problem-Solving and Data Analysis,One-Variable Data,May 2024 US Form B SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,Which choice best states the function of the underlined portion in the text as a whole? Meredith E. Protas and colleagues have explored how convergent evolution—<u>a phenomenon that occurs when the same trait evolves ind
8c664e9f-dbfe-430d-92f7-13f0ba1d5978_7,Math,Information and Ideas,Command of Evidence,May 2024 US Form B SAT Math Module 1,subject_domain_mismatch;subject_skill_mismatch,The table shows three values of x and their corresponding values of y. There is a linear relationship between x and y. What is the y -coordinate of the y -intercept of the line in the xy -plane that represents this relat
cd2abd24-f96a-43e7-860f-be962ea69e08_2,Math,Information and Ideas,Command of Evidence,May 2024 US Form B SAT Math Module 2,subject_domain_mismatch;subject_skill_mismatch,The table shown summarizes the distribution of 73 employees based on the number of complete years they have worked at a certain company. How many of the 73 employees have worked at the company for 17 or more complete yea
e7b4b1e2-7d10-40a5-b5c1-741fcd71803b_7,Reading and Writing,Problem-Solving and Data Analysis,One-Variable Data,May 2025 International Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Based on the text, what piece of knowledge about the Pledge of Allegiance has recently become uncertain? It has long been thought that the original author of the US Pledge of Allegiance was Francis Bellamy, who said that"
e7b4b1e2-7d10-40a5-b5c1-741fcd71803b_9,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",May 2025 International Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,What does the text most strongly suggest about Tom Towers? The following text is from Anthony Trollope's 1855 novel *The Warden*. Tom Towers is a writer for the newspaper *The Jupiter*. It is true that in far-off provinc
e7b4b1e2-7d10-40a5-b5c1-741fcd71803b_13,Reading and Writing,Problem-Solving and Data Analysis,Percentages,May 2025 International Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Which detail, if true, would most directly support the team's conclusion? Assessing the role of forests as sinks for airborne microplastics that would otherwise continue to disperse in the atmosphere, Akane Miyazaki and "
700687e2-e094-4a0d-b5c9-12227f01dbff_8,Reading and Writing,Advanced Math,Equivalent Expressions,May 2025 International Form A SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"In the text, what does the speaker say that the artist believed about his sculpture? The following text is from Narciso Tondreau's 1898 poem \""Yesterday and To-Day\"" (translated by Agnes Blake Poor in 1918). The poem is "
700687e2-e094-4a0d-b5c9-12227f01dbff_10,Reading and Writing,Advanced Math,Equivalent Expressions,May 2025 International Form A SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which finding, if true, would most directly support the researchers' assertion? In an international collaboration, Elaine Ostrander, Alan K. Outram, and other researchers probed the evolutionary history of size variation"
5b32d0cb-ec32-42cb-86cc-c5cebdd60d9f_12,Math,Information and Ideas,Command of Evidence,May 2025 International Form A SAT Math Module 1,subject_domain_mismatch;subject_skill_mismatch,What is the y -intercept of the graph of $y=14^{x}$ in the xy -plane?
cb122a42-4101-484b-b032-9e55d6519a9c_8,Reading and Writing,Problem-Solving and Data Analysis,One-Variable Data,May 2025 International Form B SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"The text makes which point about Hoocąk? In Hoocąk, an Indigenous language from the Midwest region of what is now the United States, *zi* means \""yellow,\"" whereas *zizi* means \""yellow in spots.\"" This phenomenon, in wh"
cb122a42-4101-484b-b032-9e55d6519a9c_9,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",May 2025 International Form B SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Based on the text, what do the essays \""Concerning Dangers from Dissensions between the States\"" and \""The Senate\"" have in common? The Federalist Papers are a collection of 85 essays written by Alexander Hamilton, John "
a4670c6c-a654-4863-946e-7b7c7171fcdb_8,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",May 2025 International Form B SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Based on the text, Lady Howard would most likely agree with which statement about Reverend Villars? The following text is adapted from Fanny Burney's 1778 novel *Evelina*. The text is an excerpt from a letter by Lady How"
0c54aae7-15f2-4e7b-a138-cae820ff684e_13,Math,Information and Ideas,Command of Evidence,May 2025 International Form B SAT Math Module 2,subject_domain_mismatch;subject_skill_mismatch,What is the y -intercept of the graph of $y=( frac{8}{13})^{x+1}$ in the xy -plane?
872f5c64-d384-4d98-b5b2-8f9c1b11bbd1_9,Reading and Writing,Problem-Solving and Data Analysis,One-Variable Data,May 2025 US Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"What is the main topic of the text? Sandra Cisneros's English-language short story \""Eyes of Zapata\"" occasionally includes words and phrases from the Mexican dialect of Spanish. While the story doesn't translate the Spa"
872f5c64-d384-4d98-b5b2-8f9c1b11bbd1_27,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",May 2025 US Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"The student wants to emphasize the significance of a similarity between two of the kits. Which choice most effectively uses relevant information from the notes to accomplish this goal? While researching a topic, a studen"
5fe11073-c749-47d4-9e43-2addecd1932f_5,Reading and Writing,Algebra,Linear Functions,May 2025 US Form A SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,Which choice best describes the function of the underlined portion in the text as a whole? Svante Pääbo and other researchers studying the history of organisms have long utilized ancient DNA—DNA recovered from ancient or
5fe11073-c749-47d4-9e43-2addecd1932f_9,Reading and Writing,Problem-Solving and Data Analysis,Evaluating Statistical Claims,May 2025 US Form A SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"As presented in the text, the findings of Sauquet et al. best support which statement? Some researchers posit that species on the South Pacific island of Grande Terre are the surviving members of clades that inhabited ot"
5fe11073-c749-47d4-9e43-2addecd1932f_27,Reading and Writing,Algebra,Systems of Linear Equations,May 2025 US Form A SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,The student wants to use a quotation from Fazal to explain an advantage of the geothermal system at the Platanares plant. Which choice most effectively uses relevant information from the notes to accomplish this goal? Wh
ab8d5974-205a-4c42-a0c7-9177d4a35621_9,Reading and Writing,Advanced Math,Nonlinear Equations and Systems,November 2023 Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"According to the text, what do some historians suggest about Maya civilization? The ancient writing system used in the Maya kingdoms of southern Mexico and Central America had a symbol for the number zero. The earliest k"
ab8d5974-205a-4c42-a0c7-9177d4a35621_10,Reading and Writing,Problem-Solving and Data Analysis,Percentages,November 2023 Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Based on the text, which choice best explains why the author characterizes the energy ladder as “reductive”? In Costa Rica, use of solid fuel (e.g., coal, wood) as a share of total household fuel use fell by approximatel"
23fd9cca-199e-4a62-b065-4e2d5997bf7f_8,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",November 2023 Form A SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"According to the text, how did Hooks and Ward initially meet? The groundbreaking Negro Ensemble Company (NEC), founded in 1967, produced Paul Carter Harrison’s award-winning play *The Great Macdaddy* in 1974. The company"
d007aa6c-6fd8-4005-bd58-dc779c145226_8,Reading and Writing,Advanced Math,Equivalent Expressions,November 2023 Form B SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"The author makes which point about the Spanish language? “Coyote” is an example of a loanword—that is, a word that originated in one language and was later adopted by another. The word came to English indirectly from *co"
d007aa6c-6fd8-4005-bd58-dc779c145226_9,Reading and Writing,Problem-Solving and Data Analysis,Percentages,November 2023 Form B SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Based on the text, the author would most likely agree with which statement about household income? In Paraguay, use of solid fuel (e.g., coal, wood) as a share of total household fuel use fell by around 40 percent betwee"
c54d28b8-d1aa-4370-ad6c-356768c9033c_9,Reading and Writing,Advanced Math,Equivalent Expressions,November 2023 Form B SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"According to the text, why are some critics skeptical of the concept behind Bosco Verticale? Since its completion in 2014, Bosco Verticale (Vertical Forest)—a pair of residential towers in Milan, Italy, covered by vegeta"
c54d28b8-d1aa-4370-ad6c-356768c9033c_12,Reading and Writing,Advanced Math,Equivalent Expressions,November 2023 Form B SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Based on the text, what does Jack most likely believe about Bartley? The following text is adapted from Lady Gregory's 1904 play *Spreading the News*. Jack Smith and Bartley Fallon have encountered each other at the loca"
c54d1c21-6311-4c45-9089-a236778df0e9_5,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",November 2023 Form C SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,Which choice best states the main purpose of the text? Researchers have long hypothesized that woolly mammoths were hunted to extinction in North America by humans using spears with grooved tips known as Clovis points. O
c54d1c21-6311-4c45-9089-a236778df0e9_8,Reading and Writing,Advanced Math,Equivalent Expressions,November 2023 Form C SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"The author makes which point about the Spanish language? \""Cocoa\"" is an example of a loanword—that is, a word that originated in one language and was later adopted by another. The word came to English indirectly from *c"
c54d1c21-6311-4c45-9089-a236778df0e9_9,Reading and Writing,Problem-Solving and Data Analysis,Evaluating Statistical Claims,November 2023 Form C SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Based on the text, the author would most likely agree with which statement about household income? In Bolivia, use of solid fuel (e.g., coal, wood) as a share of total household fuel use fell by more than half between 20"
8fe7a4d4-7c47-49fb-8df2-96e2b1be5c74_7,Reading and Writing,Advanced Math,Nonlinear Equations and Systems,November 2023 Form C SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,It can most reasonably be inferred from the text that the finding about the microorganism community composition was important for which reason? To understand how temperature change affects microorganism-mediated cycling 
8fe7a4d4-7c47-49fb-8df2-96e2b1be5c74_10,Reading and Writing,Problem-Solving and Data Analysis,Probability,November 2023 Form C SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which finding from the study, if true, would most directly support the team's conclusion? Neurobiologists Laura Cuaya, Raul Hernandez-Perez, and colleagues investigated the language detection abilities of eighteen dogs. "
caff462a-5a62-4fc6-ba41-dd82318ce399_5,Reading and Writing,Problem-Solving and Data Analysis,One-Variable Data,November 2024 International Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Which choice best describes the overall purpose of the text? The following text is adapted from Pam Muñoz Ryan's 2020 novel *Mañanaland*. In the village where Max lives, there is an old fortress called La Reina. Children"
caff462a-5a62-4fc6-ba41-dd82318ce399_8,Reading and Writing,Advanced Math,Equivalent Expressions,November 2024 International Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"According to the text, what did Gloria Richardson lead? In the 1960s, Gloria Richardson led a movement to promote racial equality. Her involvement in this effort was inspired by her daughter, Donna Richardson. In 1961, D"
caff462a-5a62-4fc6-ba41-dd82318ce399_11,Reading and Writing,Advanced Math,Equivalent Expressions,November 2024 International Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Which finding, if true, would most directly support the researchers' conclusion? Over time, marine mollusks called nautilids continually add segments to their shells, and the chemical composition of each segment is influ"
dc78fb50-de84-439b-980f-0629b266ff8a_10,Reading and Writing,Problem-Solving and Data Analysis,Probability,November 2024 International Form A SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which finding from the study, if true, would most directly support the team's conclusion? Neurobiologists Laura Cuaya, Raúl Hernández-Pérez, and colleagues investigated the language detection abilities of eighteen dogs r"
6e89fd3b-91b4-4432-a6bd-32d79b8e459a_10,Reading and Writing,Algebra,Systems of Linear Equations,November 2024 International Form B SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Which choice best states the main idea of the text? Like many other bird species that live only on the Hawaiian archipelago, the Kaua'i 'amakihi has adapted to life in a well-defined habitat, resulting in highly speciali"
6e89fd3b-91b4-4432-a6bd-32d79b8e459a_11,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",November 2024 International Form B SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Which quotation from a translation of *The Underdogs* most effectively illustrates the claim? *The Underdogs* is a 1915 novel by Mariano Azuela, originally written in Spanish. In the novel, Azuela depicts a traveling gro"
b497f82e-d544-41ec-9ef5-cc6283f4b89f_9,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",November 2024 International Form B SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Based on the text, which choice best describes Sir Winston Day? The following text is from Mick Herron's 2023 novel *The Secret Hours*. The narrator is describing members of a government committee. Finally, and adding mu"
b497f82e-d544-41ec-9ef5-cc6283f4b89f_12,Reading and Writing,Problem-Solving and Data Analysis,Evaluating Statistical Claims,November 2024 International Form B SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which choice most effectively uses data from the graph to complete the researcher's example? It is common for freshwater lakes near or above a latitude of 45° north of the equator, like Opeongo Lake in Canada, to accumul"
b497f82e-d544-41ec-9ef5-cc6283f4b89f_14,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",November 2024 International Form B SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,Which choice most logically completes the text? Data collected by the Mars rover Curiosity at the Gale Crater's Murray Formation are suggestive of hydrological deposition of sediment in the distant past. To characterize 
390a8264-19b1-4de0-9dc9-09609eadd7ca_11,Math,Information and Ideas,Command of Evidence,November 2024 International Form B SAT Math Module 2,subject_domain_mismatch;subject_skill_mismatch,The given table shows the number of even and odd integers contained in list A and list B. No integer is contained in both lists. What fraction of the even integers represented in the table are in list A?
d8e8d6b1-ed34-4cab-8e27-631e82e53bba_10,Reading and Writing,Problem-Solving and Data Analysis,Probability,November 2024 International Form C SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which finding from the study, if true, would most directly support the team's conclusion? Neurobiologists Laura Cuaya, Raúl Hernández-Pérez, and colleagues investigated the language detection abilities of eighteen dogs r"
d8e8d6b1-ed34-4cab-8e27-631e82e53bba_12,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",November 2024 International Form C SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,Which choice most logically completes the text? Data collected by the Mars rover Curiosity at the Gale Crater's Murray Formation are suggestive of hydrological deposition of sediment in the distant past. To characterize 
b5883220-eb88-4f6b-8d82-979efee65d2d_7,Math,Information and Ideas,Command of Evidence,November 2024 International Form C SAT Math Module 2,subject_domain_mismatch;subject_skill_mismatch,"The graph of the linear equation 10x + By= 50 is shown, where B is a constant. What is the value of B?"
fb11da56-a8c4-4733-a720-f2cea7a98a1a_7,Math,Information and Ideas,Command of Evidence,November 2024 International Form D SAT Math Module 2,subject_domain_mismatch;subject_skill_mismatch,"The graph of the linear equation $10x+By=50$ is shown, where $B$ is a constant. What is the value of $B$?"
0f56dc3e-c66b-4dcd-b354-0e6de1091d26_6,Reading and Writing,Algebra,Linear Functions,November 2024 US Form A SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Taken together, the three underlined portions most clearly serve which function in the text as a whole? The following text is from a 1911 translation of Guy de Maupassant's 1881 short story “A Family Affair.” The narrato"
0f56dc3e-c66b-4dcd-b354-0e6de1091d26_9,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",November 2024 US Form A SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,What does the text most strongly suggest about the value of Drelichman and Voth's research to their discipline? Mauricio Drelichman and Hans-Joachim Voth's research on the fiscal vulnerability of Philip II (who ruled not
0f56dc3e-c66b-4dcd-b354-0e6de1091d26_10,Reading and Writing,Problem-Solving and Data Analysis,Percentages,November 2024 US Form A SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which finding, if true, would most directly challenge the second team's claim? Veronica L. Bura, Akito Y, Kawahara, and Jayne E. Yack investigated the evolution and function of sound production in silk moth and hawk moth"
0f56dc3e-c66b-4dcd-b354-0e6de1091d26_11,Reading and Writing,Problem-Solving and Data Analysis,Probability,November 2024 US Form A SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Based on the text, which potential study design would be most likely to produce evidence that would enable Grasby et al. to answer their research question? Google's introduction of the Chrome web browser in 2008 is a qui"
0f56dc3e-c66b-4dcd-b354-0e6de1091d26_14,Reading and Writing,Problem-Solving and Data Analysis,Percentages,November 2024 US Form A SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which choice most logically completes the text? Chelsea Wood et al. tracked temperature-driven changes in the abundance of *Opechona sp.* (a complex life cycle parasite, or CLP, that requires three host species throughou"
6f7157fc-7e47-4e83-add3-e372915177ec_12,Math,Information and Ideas,Command of Evidence,November 2024 US Form A SAT Math Module 1,subject_domain_mismatch;subject_skill_mismatch,What is the frequency of data value 2 in this data set?
b6c7623b-7d8b-46cb-8108-4c4c677bdc88_10,Reading and Writing,Problem-Solving and Data Analysis,One-Variable Data,November 2024 US Form B SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,Information in the text best supports which statement about OFT? Optimal foraging theory (OFT) holds that animals’ foraging behaviors reflect cost-benefit trade-offs that vary by species and with dynamic ecological circu
597055d1-751c-4b9f-ad18-b9714acb7944_7,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",November 2024 US Form B SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,What does the text most strongly suggest about the value of Drelichman and Voth's research to their discipline? Mauricio Drelichman and Hans-Joachim Voth's research on the fiscal vulnerability of Philip II (who ruled not
597055d1-751c-4b9f-ad18-b9714acb7944_8,Reading and Writing,Problem-Solving and Data Analysis,Percentages,November 2024 US Form B SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which finding, if true, would most directly challenge the second team's claim? Veronica L. Bura, Akito Y. Kawahara, and Jayne E. Yack investigated the evolution and function of sound production in silk moth and hawk moth"
597055d1-751c-4b9f-ad18-b9714acb7944_9,Reading and Writing,Problem-Solving and Data Analysis,Probability,November 2024 US Form B SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Based on the text, which potential study design would be most likely to produce evidence that would enable Grasby et al. to answer their research question? Apple's introduction of the Apple Watch in 2015 is a quintessent"
